date,location,continent,population,new_cases,new_deaths,total_cases,total_deaths,cases_prop,deaths_prop,cases_100,deaths_5,cases_prop_1,deaths_prop_1
2019-12-31,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-01,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-02,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-03,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-04,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-05,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-06,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-07,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-08,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-09,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-10,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-11,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-12,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-13,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-14,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-15,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-16,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-17,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-18,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-19,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-20,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-21,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-22,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-23,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-24,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-25,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-26,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-27,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-28,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-29,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-30,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-31,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-01,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-02,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-03,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-04,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-05,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-06,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-07,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-08,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-09,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-10,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-11,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-12,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-13,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-14,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-15,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-16,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-17,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-18,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-19,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-20,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-21,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-22,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-23,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-24,Afghanistan,Asia,38928341,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-25,Afghanistan,Asia,38928341,1,0,1,0,0.025688225449936333,0,NA,NA,NA,NA
2020-02-26,Afghanistan,Asia,38928341,0,0,1,0,0.025688225449936333,0,NA,NA,NA,NA
2020-02-27,Afghanistan,Asia,38928341,0,0,1,0,0.025688225449936333,0,NA,NA,NA,NA
2020-02-28,Afghanistan,Asia,38928341,0,0,1,0,0.025688225449936333,0,NA,NA,NA,NA
2020-02-29,Afghanistan,Asia,38928341,0,0,1,0,0.025688225449936333,0,NA,NA,NA,NA
2020-03-01,Afghanistan,Asia,38928341,0,0,1,0,0.025688225449936333,0,NA,NA,NA,NA
2020-03-02,Afghanistan,Asia,38928341,0,0,1,0,0.025688225449936333,0,NA,NA,NA,NA
2020-03-08,Afghanistan,Asia,38928341,3,0,4,0,0.10275290179974533,0,NA,NA,NA,NA
2020-03-11,Afghanistan,Asia,38928341,3,0,7,0,0.17981757814955435,0,NA,NA,NA,NA
2020-03-15,Afghanistan,Asia,38928341,3,0,10,0,0.2568822544993633,0,NA,NA,NA,NA
2020-03-16,Afghanistan,Asia,38928341,6,0,16,0,0.41101160719898133,0,NA,NA,NA,NA
2020-03-17,Afghanistan,Asia,38928341,5,0,21,0,0.539452734448663,0,NA,NA,NA,NA
2020-03-18,Afghanistan,Asia,38928341,1,0,22,0,0.5651409598985992,0,NA,NA,NA,NA
2020-03-19,Afghanistan,Asia,38928341,0,0,22,0,0.5651409598985992,0,NA,NA,NA,NA
2020-03-20,Afghanistan,Asia,38928341,0,0,22,0,0.5651409598985992,0,NA,NA,NA,NA
2020-03-21,Afghanistan,Asia,38928341,2,0,24,0,0.616517410798472,0,NA,NA,NA,NA
2020-03-22,Afghanistan,Asia,38928341,0,0,24,0,0.616517410798472,0,NA,NA,NA,NA
2020-03-23,Afghanistan,Asia,38928341,10,0,34,0,0.8733996652978353,0,NA,NA,NA,NA
2020-03-24,Afghanistan,Asia,38928341,6,1,40,1,1.0275290179974532,0.025688225449936333,NA,NA,0,NA
2020-03-25,Afghanistan,Asia,38928341,2,0,42,1,1.078905468897326,0.025688225449936333,NA,NA,1,NA
2020-03-26,Afghanistan,Asia,38928341,33,0,75,1,1.926616908745225,0.025688225449936333,NA,NA,2,NA
2020-03-27,Afghanistan,Asia,38928341,0,0,75,1,1.926616908745225,0.025688225449936333,NA,NA,3,NA
2020-03-28,Afghanistan,Asia,38928341,16,1,91,2,2.3376285159442065,0.05137645089987267,NA,NA,4,NA
2020-03-29,Afghanistan,Asia,38928341,15,1,106,3,2.7229518976932514,0.077064676349809,0,NA,5,NA
2020-03-30,Afghanistan,Asia,38928341,8,1,114,4,2.928457701292742,0.10275290179974533,1,NA,6,NA
2020-03-31,Afghanistan,Asia,38928341,27,0,141,4,3.622039788441023,0.10275290179974533,2,NA,7,NA
2020-04-01,Afghanistan,Asia,38928341,25,0,166,4,4.264245424689432,0.10275290179974533,3,NA,8,NA
2020-04-02,Afghanistan,Asia,38928341,26,0,192,4,4.932139286387776,0.10275290179974533,4,NA,9,NA
2020-04-03,Afghanistan,Asia,38928341,43,0,235,4,6.036732980735038,0.10275290179974533,5,NA,10,NA
2020-04-04,Afghanistan,Asia,38928341,0,0,235,4,6.036732980735038,0.10275290179974533,6,NA,11,NA
2020-04-05,Afghanistan,Asia,38928341,35,1,270,5,6.93582087148281,0.12844112724968165,7,0,12,NA
2020-04-06,Afghanistan,Asia,38928341,29,2,299,7,7.680779409530964,0.17981757814955435,8,1,13,NA
2020-04-07,Afghanistan,Asia,38928341,38,0,337,7,8.656931976628544,0.17981757814955435,9,2,14,NA
2020-04-08,Afghanistan,Asia,38928341,30,4,367,11,9.427578740126634,0.2825704799492996,10,3,15,NA
2020-04-09,Afghanistan,Asia,38928341,56,3,423,14,10.866119365323069,0.3596351562991087,11,4,16,NA
2020-04-10,Afghanistan,Asia,38928341,61,1,484,15,12.433101117769185,0.385323381749045,12,5,17,NA
2020-04-11,Afghanistan,Asia,38928341,37,0,521,15,13.383565459416829,0.385323381749045,13,6,18,NA
2020-04-12,Afghanistan,Asia,38928341,34,3,555,18,14.256965124714664,0.46238805809885397,14,7,19,NA
2020-03-09,Albania,Europe,2877800,2,0,2,0,0.6949753283758426,0,NA,NA,NA,NA
2020-03-10,Albania,Europe,2877800,4,0,6,0,2.0849259851275277,0,NA,NA,0,NA
2020-03-11,Albania,Europe,2877800,4,0,10,0,3.4748766418792134,0,NA,NA,1,NA
2020-03-12,Albania,Europe,2877800,1,1,11,1,3.822364306067135,0.3474876641879213,NA,NA,2,NA
2020-03-13,Albania,Europe,2877800,12,0,23,1,7.99221627632219,0.3474876641879213,NA,NA,3,NA
2020-03-14,Albania,Europe,2877800,10,0,33,1,11.467092918201404,0.3474876641879213,NA,NA,4,NA
2020-03-15,Albania,Europe,2877800,5,0,38,1,13.20453123914101,0.3474876641879213,NA,NA,5,NA
2020-03-16,Albania,Europe,2877800,4,0,42,1,14.594481895892697,0.3474876641879213,NA,NA,6,NA
2020-03-17,Albania,Europe,2877800,9,0,51,1,17.721870873583985,0.3474876641879213,NA,NA,7,NA
2020-03-18,Albania,Europe,2877800,4,0,55,1,19.11182153033567,0.3474876641879213,NA,NA,8,NA
2020-03-19,Albania,Europe,2877800,4,1,59,2,20.501772187087358,0.6949753283758426,NA,NA,9,NA
2020-03-20,Albania,Europe,2877800,11,0,70,2,24.324136493154494,0.6949753283758426,NA,NA,10,NA
2020-03-21,Albania,Europe,2877800,0,0,70,2,24.324136493154494,0.6949753283758426,NA,NA,11,NA
2020-03-22,Albania,Europe,2877800,6,0,76,2,26.40906247828202,0.6949753283758426,NA,NA,12,NA
2020-03-23,Albania,Europe,2877800,13,0,89,2,30.926402112724997,0.6949753283758426,NA,NA,13,NA
2020-03-24,Albania,Europe,2877800,11,2,100,4,34.74876641879213,1.3899506567516853,0,NA,14,0
2020-03-25,Albania,Europe,2877800,23,1,123,5,42.74098269511432,1.7374383209396067,1,0,15,1
2020-03-26,Albania,Europe,2877800,23,0,146,5,50.733198971436515,1.7374383209396067,2,1,16,2
2020-03-27,Albania,Europe,2877800,28,1,174,6,60.462853568698314,2.0849259851275277,3,2,17,3
2020-03-28,Albania,Europe,2877800,12,3,186,9,64.63270553895336,3.127388977691292,4,3,18,4
2020-03-29,Albania,Europe,2877800,11,1,197,10,68.4550698450205,3.4748766418792134,5,4,19,5
2020-03-30,Albania,Europe,2877800,15,0,212,10,73.66738480783931,3.4748766418792134,6,5,20,6
2020-03-31,Albania,Europe,2877800,11,2,223,12,77.48974911390646,4.169851970255055,7,6,21,7
2020-04-01,Albania,Europe,2877800,20,3,243,15,84.43950239766488,5.2123149628188195,8,7,22,8
2020-04-02,Albania,Europe,2877800,16,0,259,15,89.99930502467163,5.2123149628188195,9,8,23,9
2020-04-03,Albania,Europe,2877800,18,1,277,16,96.25408298005422,5.559802627006741,10,9,24,10
2020-04-04,Albania,Europe,2877800,27,1,304,17,105.63624991312808,5.907290291194663,11,10,25,11
2020-04-05,Albania,Europe,2877800,29,2,333,19,115.7133921745778,6.602265619570505,12,11,26,12
2020-04-06,Albania,Europe,2877800,28,2,361,21,125.44304677183959,7.2972409479463485,13,12,27,13
2020-04-07,Albania,Europe,2877800,16,1,377,22,131.00284939884634,7.64472861213427,14,13,28,14
2020-04-08,Albania,Europe,2877800,6,0,383,22,133.08777538397388,7.64472861213427,15,14,29,15
2020-04-09,Albania,Europe,2877800,17,0,400,22,138.99506567516852,7.64472861213427,16,15,30,16
2020-04-10,Albania,Europe,2877800,9,1,409,23,142.12245465285983,7.99221627632219,17,16,31,17
2020-04-11,Albania,Europe,2877800,7,0,416,23,144.55486830217527,7.99221627632219,18,17,32,18
2020-04-12,Albania,Europe,2877800,17,0,433,23,150.46215859336994,7.99221627632219,19,18,33,19
2019-12-31,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-01,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-02,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-03,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-04,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-05,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-06,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-07,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-08,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-09,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-10,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-11,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-12,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-13,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-14,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-15,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-16,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-17,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-18,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-19,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-20,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-21,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-22,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-23,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-24,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-25,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-26,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-27,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-28,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-29,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-30,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-01-31,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-01,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-02,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-03,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-04,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-05,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-06,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-07,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-08,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-09,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-10,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-11,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-12,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-13,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-14,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-15,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-16,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-17,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-18,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-19,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-20,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-21,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-22,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-23,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-24,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-25,Algeria,Africa,43851043,0,0,0,0,0,0,NA,NA,NA,NA
2020-02-26,Algeria,Africa,43851043,1,0,1,0,0.02280447468490088,0,NA,NA,NA,NA
2020-02-27,Algeria,Africa,43851043,0,0,1,0,0.02280447468490088,0,NA,NA,NA,NA
2020-02-28,Algeria,Africa,43851043,0,0,1,0,0.02280447468490088,0,NA,NA,NA,NA
2020-02-29,Algeria,Africa,43851043,0,0,1,0,0.02280447468490088,0,NA,NA,NA,NA
2020-03-01,Algeria,Africa,43851043,0,0,1,0,0.02280447468490088,0,NA,NA,NA,NA
2020-03-02,Algeria,Africa,43851043,2,0,3,0,0.06841342405470265,0,NA,NA,NA,NA
2020-03-04,Algeria,Africa,43851043,2,0,5,0,0.11402237342450441,0,NA,NA,NA,NA
2020-03-05,Algeria,Africa,43851043,7,0,12,0,0.2736536962188106,0,NA,NA,NA,NA
2020-03-06,Algeria,Africa,43851043,5,0,17,0,0.38767606964331497,0,NA,NA,NA,NA
2020-03-09,Algeria,Africa,43851043,3,0,20,0,0.45608949369801766,0,NA,NA,NA,NA
2020-03-12,Algeria,Africa,43851043,0,0,20,0,0.45608949369801766,0,NA,NA,NA,NA
2020-03-13,Algeria,Africa,43851043,4,1,24,1,0.5473073924376212,0.02280447468490088,NA,NA,NA,NA
2020-03-14,Algeria,Africa,43851043,2,1,26,2,0.5929163418074229,0.04560894936980176,NA,NA,NA,NA
2020-03-15,Algeria,Africa,43851043,11,0,37,2,0.8437655633413326,0.04560894936980176,NA,NA,NA,NA
2020-03-16,Algeria,Africa,43851043,11,2,48,4,1.0946147848752423,0.09121789873960352,NA,NA,0,NA
2020-03-17,Algeria,Africa,43851043,12,0,60,4,1.3682684810940529,0.09121789873960352,NA,NA,1,NA
2020-03-18,Algeria,Africa,43851043,0,1,60,5,1.3682684810940529,0.11402237342450441,NA,0,2,NA
2020-03-19,Algeria,Africa,43851043,13,1,73,6,1.6647266519977644,0.1368268481094053,NA,1,3,NA
2020-03-20,Algeria,Africa,43851043,9,1,82,7,1.8699669241618722,0.15963132279430617,NA,2,4,NA
2020-03-21,Algeria,Africa,43851043,12,3,94,10,2.1436206203806827,0.22804474684900883,NA,3,5,NA
2020-03-22,Algeria,Africa,43851043,0,0,94,10,2.1436206203806827,0.22804474684900883,NA,4,6,NA
2020-03-23,Algeria,Africa,43851043,8,5,102,15,2.3260564178598897,0.3420671202735132,0,5,7,NA
2020-03-24,Algeria,Africa,43851043,87,2,189,17,4.310045715446266,0.38767606964331497,1,6,8,NA
2020-03-25,Algeria,Africa,43851043,42,0,231,17,5.267833652212103,0.38767606964331497,2,7,9,NA
2020-03-26,Algeria,Africa,43851043,33,0,264,17,6.020381316813833,0.38767606964331497,3,8,10,NA
2020-03-27,Algeria,Africa,43851043,41,4,305,21,6.955364778894769,0.47889396838291853,4,9,11,NA
2020-03-28,Algeria,Africa,43851043,0,0,305,21,6.955364778894769,0.47889396838291853,5,10,12,NA
2020-03-29,Algeria,Africa,43851043,104,5,409,26,9.32703014612446,0.5929163418074229,6,11,13,NA
2020-03-30,Algeria,Africa,43851043,45,3,454,29,10.353231506945,0.6613297658621256,7,12,14,NA
2020-03-31,Algeria,Africa,43851043,57,2,511,31,11.65308656398435,0.7069387152319274,8,13,15,NA
2020-04-01,Algeria,Africa,43851043,73,4,584,35,13.317813215982115,0.7981566139715309,9,14,16,NA
2020-04-02,Algeria,Africa,43851043,263,23,847,58,19.315390058111046,1.322659531724251,10,15,17,0
2020-04-03,Algeria,Africa,43851043,0,0,847,58,19.315390058111046,1.322659531724251,11,16,18,1
2020-04-04,Algeria,Africa,43851043,139,25,986,83,22.48521203931227,1.8927713988467731,12,17,19,2
2020-04-05,Algeria,Africa,43851043,314,47,1300,130,29.645817090371143,2.9645817090371143,13,18,20,3
2020-04-06,Algeria,Africa,43851043,20,22,1320,152,30.101906584069162,3.466280152104934,14,19,21,4
2020-04-07,Algeria,Africa,43851043,103,21,1423,173,32.450767476613954,3.945174120487852,15,20,22,5
2020-04-08,Algeria,Africa,43851043,45,21,1468,194,33.4769688374345,4.424068088870771,16,21,23,6
2020-04-09,Algeria,Africa,43851043,104,11,1572,205,35.84863420466419,4.67491731040468,17,22,24,7
2020-04-10,Algeria,Africa,43851043,94,30,1666,235,37.99225482504487,5.359051550951707,18,23,25,8
2020-04-11,Algeria,Africa,43851043,95,21,1761,256,40.15867992011045,5.8379455193346255,19,24,26,9
2020-04-12,Algeria,Africa,43851043,64,19,1825,275,41.61816629994411,6.2712305383477425,20,25,27,10
2020-03-03,Andorra,Europe,77265,1,0,1,0,12.942470717660001,0,NA,NA,0,NA
2020-03-14,Andorra,Europe,77265,1,0,2,0,25.884941435320002,0,NA,NA,1,NA
2020-03-16,Andorra,Europe,77265,3,0,5,0,64.7123535883,0,NA,NA,2,NA
2020-03-17,Andorra,Europe,77265,9,0,14,0,181.19459004724,0,NA,NA,3,NA
2020-03-18,Andorra,Europe,77265,0,0,14,0,181.19459004724,0,NA,NA,4,NA
2020-03-19,Andorra,Europe,77265,39,0,53,0,685.9509480359801,0,NA,NA,5,NA
2020-03-20,Andorra,Europe,77265,22,0,75,0,970.6853038245,0,NA,NA,6,NA
2020-03-21,Andorra,Europe,77265,0,0,75,0,970.6853038245,0,NA,NA,7,NA
2020-03-22,Andorra,Europe,77265,13,0,88,0,1138.93742315408,0,NA,NA,8,NA
2020-03-23,Andorra,Europe,77265,25,0,113,0,1462.4991910955803,0,0,NA,9,NA
2020-03-24,Andorra,Europe,77265,20,0,133,0,1721.3486054487803,0,1,NA,10,NA
2020-03-25,Andorra,Europe,77265,31,0,164,0,2122.5651976962404,0,2,NA,11,NA
2020-03-26,Andorra,Europe,77265,24,0,188,0,2433.1844949200804,0,3,NA,12,NA
2020-03-27,Andorra,Europe,77265,36,3,224,3,2899.11344075584,38.82741215298,4,NA,13,0
2020-03-28,Andorra,Europe,77265,43,0,267,3,3455.6396816152205,38.82741215298,5,NA,14,1
2020-03-29,Andorra,Europe,77265,41,1,308,4,3986.28098103928,51.769882870640004,6,NA,15,2
2020-03-30,Andorra,Europe,77265,26,2,334,6,4322.78521969844,77.65482430596,7,0,16,3
2020-03-31,Andorra,Europe,77265,36,2,370,8,4788.7141655342,103.53976574128001,8,1,17,4
2020-04-01,Andorra,Europe,77265,6,4,376,12,4866.368989840161,155.30964861192,9,2,18,5
2020-04-02,Andorra,Europe,77265,14,2,390,14,5047.563579887401,181.19459004724,10,3,19,6
2020-04-03,Andorra,Europe,77265,38,1,428,15,5539.37746715848,194.1370607649,11,4,20,7
2020-04-04,Andorra,Europe,77265,11,1,439,16,5681.74464505274,207.07953148256001,12,5,21,8
2020-04-05,Andorra,Europe,77265,27,1,466,17,6031.19135442956,220.02200220022002,13,6,22,9
2020-04-06,Andorra,Europe,77265,35,1,501,18,6484.177829547661,232.96447291788002,14,7,23,10
2020-04-07,Andorra,Europe,77265,25,3,526,21,6807.739597489161,271.79188507086,15,8,24,11
2020-04-08,Andorra,Europe,77265,19,1,545,22,7053.646541124701,284.73435578852,16,9,25,12
2020-04-09,Andorra,Europe,77265,19,1,564,23,7299.553484760241,297.67682650618,17,10,26,13
2020-04-10,Andorra,Europe,77265,19,2,583,25,7545.460428395781,323.5617679415,18,11,27,14
2020-04-11,Andorra,Europe,77265,18,1,601,26,7778.4249013136605,336.50423865916,19,12,28,15
2020-04-12,Andorra,Europe,77265,21,2,622,28,8050.216786384521,362.38918009448,20,13,29,16
2020-03-22,Angola,Africa,32866268,2,0,2,0,0.0608526651094064,0,NA,NA,NA,NA
2020-03-23,Angola,Africa,32866268,0,0,2,0,0.0608526651094064,0,NA,NA,NA,NA
2020-03-24,Angola,Africa,32866268,0,0,2,0,0.0608526651094064,0,NA,NA,NA,NA
2020-03-25,Angola,Africa,32866268,0,0,2,0,0.0608526651094064,0,NA,NA,NA,NA
2020-03-26,Angola,Africa,32866268,0,0,2,0,0.0608526651094064,0,NA,NA,NA,NA
2020-03-27,Angola,Africa,32866268,1,0,3,0,0.0912789976641096,0,NA,NA,NA,NA
2020-03-28,Angola,Africa,32866268,1,0,4,0,0.1217053302188128,0,NA,NA,NA,NA
2020-03-29,Angola,Africa,32866268,0,0,4,0,0.1217053302188128,0,NA,NA,NA,NA
2020-03-30,Angola,Africa,32866268,3,2,7,2,0.21298432788292238,0.0608526651094064,NA,NA,NA,NA
2020-03-31,Angola,Africa,32866268,0,0,7,2,0.21298432788292238,0.0608526651094064,NA,NA,NA,NA
2020-04-01,Angola,Africa,32866268,0,0,7,2,0.21298432788292238,0.0608526651094064,NA,NA,NA,NA
2020-04-02,Angola,Africa,32866268,1,0,8,2,0.2434106604376256,0.0608526651094064,NA,NA,NA,NA
2020-04-03,Angola,Africa,32866268,0,0,8,2,0.2434106604376256,0.0608526651094064,NA,NA,NA,NA
2020-04-04,Angola,Africa,32866268,0,0,8,2,0.2434106604376256,0.0608526651094064,NA,NA,NA,NA
2020-04-05,Angola,Africa,32866268,2,0,10,2,0.30426332554703195,0.0608526651094064,NA,NA,NA,NA
2020-04-06,Angola,Africa,32866268,4,0,14,2,0.42596865576584475,0.0608526651094064,NA,NA,NA,NA
2020-04-07,Angola,Africa,32866268,2,0,16,2,0.4868213208752512,0.0608526651094064,NA,NA,NA,NA
2020-04-08,Angola,Africa,32866268,1,0,17,2,0.5172476534299544,0.0608526651094064,NA,NA,NA,NA
2020-04-09,Angola,Africa,32866268,2,0,19,2,0.5781003185393607,0.0608526651094064,NA,NA,NA,NA
2020-04-10,Angola,Africa,32866268,0,0,19,2,0.5781003185393607,0.0608526651094064,NA,NA,NA,NA
2020-04-11,Angola,Africa,32866268,0,0,19,2,0.5781003185393607,0.0608526651094064,NA,NA,NA,NA
